plotID,daylength,precip,range,tavg,solar,tmax,tmin,vpd,elevation,nlcdClass,lat,long,plotType,ndvi,siteID,plot_kgCm2
OSBS_031,43200.080794520545,1492.8571428571427,11.833091976516634,43.43945596868885,340.6871819960861,27.63627397260274,15.803181996086106,1908.2391467710372,43.8,evergreenForest,29.688969,-81.991102,tower,0.6025750000000001,OSBS,NA
LENO_070,43200.08819178082,1755.8485714285716,12.609906066536203,38.582133072407046,338.06986301369864,25.596019569471625,12.98611350293542,1675.5844148727983,12,woodyWetlands,31.852662,-88.161999,tower,0.847975,LENO,NA
ORNL_003,43200.10304109589,1625.5728571428572,11.848857142857144,31.09854794520548,325.5493542074364,21.473702544031312,9.624845401174168,1372.710794520548,260.1,deciduousForest,35.965875,-84.230646,distributed,0.9014500000000001,ORNL,NA
MLBS_015,43200.10915068493,1377.5542857142857,11.42841878669276,22.552317025440313,313.6463326810176,16.990367906066535,5.561949119373777,1056.4187162426615,786.3,deciduousForest,37.414692,-80.568195,distributed,0.918675,MLBS,NA
TREE_051,43200.14761643836,934.2557142857144,11.191279843444226,10.638254403131114,295.15227005870844,10.914767123287671,-0.2765127201565546,779.6955029354207,462.6,deciduousForest,45.493514,-89.593697,tower,0.8963500000000001,TREE,NA
TREE_039,43200.14761643836,942.5471428571428,11.20812133072407,10.561467710371822,295.871866927593,10.884794520547945,-0.323326810176125,777.1138708414874,463.2,mixedForest,45.493221,-89.582576,tower,0.908575,TREE,NA
UKFS_048,43200.11597260274,1081.3,11.927573385518592,25.971268101761254,319.5299256360078,18.94942074363992,7.021847358121333,1218.3503953033269,276.9,deciduousForest,39.034469,-95.191972,tower,0.8715,UKFS,NA
ORNL_033,43200.10304109589,1592.8042857142857,11.914931506849316,31.29645792563601,324.8156555772994,21.60569471624266,9.690763209393348,1378.8879021526418,244.7,evergreenForest,35.96172,-84.2268,distributed,0.8382750000000001,ORNL,NA
ORNL_045,43200.10304109589,1696.0657142857142,11.744872798434441,30.83205088062622,325.06786692759295,21.28846183953033,9.54358904109589,1365.343264187867,332.6,deciduousForest,35.966285,-84.283823,tower,0.9094000000000001,ORNL,NA
ORNL_061,43200.10304109589,1696.0657142857142,11.744872798434441,30.83205088062622,325.06786692759295,21.28846183953033,9.54358904109589,1365.343264187867,346.8,deciduousForest,35.964411,-84.284569,tower,0.9173,ORNL,NA
MLBS_002,43200.10942465753,1685.5228571428572,10.042759295499021,18.974211350293544,324.88124070450095,14.508485322896282,4.4657260273972605,993.7086418786693,1178.5,deciduousForest,37.372058,-80.524252,distributed,0.8694500000000001,MLBS,NA
JERC_049,43200.08583561644,1411.2242857142855,12.422931506849315,39.98134246575342,342.4148375733855,26.20213698630137,13.779205479452054,1739.4114011741683,45.5,evergreenForest,31.196488,-84.464108,tower,0.81405,JERC,NA
WREF_011,43200.149369863015,2517.492857142857,8.809663405088063,17.762266144814088,269.24506457925634,13.285964774951077,4.476301369863013,840.7291585127201,636.7,evergreenForest,45.834707,-121.983393,distributed,0.8406250000000001,WREF,NA
GRSM_057,43200.102410958905,1682.0771428571431,11.955933463796477,27.597107632093934,320.453084148728,19.776520547945207,7.820587084148728,1206.4995812133072,590.7,deciduousForest,35.686587,-83.50228,tower,0.912325,GRSM,NA
HARV_017,43200.13191780822,1256.7614285714285,11.712606653620352,18.39810176125245,308.66436790606656,15.0553542074364,3.342747553816047,940.7321213307241,226.4,deciduousForest,42.481741,-72.267080000000007,distributed,0.884125,HARV,NA
PUUM_041,43200.04994520548,4237.992857142855,10.210407045009784,30.332724070450098,373.7560156555773,20.27156555772994,10.061158512720157,1239.620829745597,1684.9,evergreenForest,19.553178,-155.316025,tower,0.67105,PUUM,NA
GUAN_003,43200.04561643836,948.5228571428571,10.511882583170255,50.67412915851272,396.61608219178083,30.593005870841488,20.081123287671232,2077.2521409001956,181,evergreenForest,17.973138,-66.861701,distributed,0.600475,GUAN,NA
GRSM_003,43200.102410958905,1911.715714285715,10.959170254403132,23.330528375733856,306.43408610567514,17.144849315068495,6.185679060665363,1076.355072407045,892.9,deciduousForest,35.67661,-83.474563,distributed,0.8938,GRSM,NA
GUAN_058,43200.04561643836,948.5228571428571,10.511882583170255,50.67412915851272,396.61608219178083,30.593005870841488,20.081123287671232,2077.2521409001956,119.4,evergreenForest,17.970232,-66.866811,tower,0.5694250000000001,GUAN,NA
CLBJ_052,43200.09367123288,996.9357142857143,12.993694716242661,35.96189041095891,344.05078277886497,24.477792563600783,11.484097847358122,1531.6120352250489,313.5,deciduousForest,33.399631,-97.619581,distributed,0.7427,CLBJ,NA
OSBS_030,43200.080794520545,1493.8771428571426,11.854594911937378,43.43000782778865,340.8560665362035,27.642301369863013,15.787706457925637,1906.9601487279842,46.1,evergreenForest,29.689424,-81.997605,tower,0.58035,OSBS,NA
OSBS_036,43200.080794520545,1492.8571428571427,11.833091976516634,43.43945596868885,340.6871819960861,27.63627397260274,15.803181996086106,1908.2391467710372,43.6,evergreenForest,29.691429,-81.990505,tower,0.61485,OSBS,NA
SCBI_019,43200.115561643834,1308.3200000000002,12.23841878669276,25.780469667318982,308.2299921722113,19.009444227005872,6.771025440313111,1155.008904109589,304.6,deciduousForest,38.900642,-78.175704,distributed,0.9201250000000001,SCBI,NA
BART_025,43200.13978082192,1435.3157142857142,11.271189823874755,10.641866927592954,323.46899021526417,10.956528375733855,-0.3146614481408998,740.6834207436399,542.8,evergreenForest,44.059386,-71.313142,distributed,0.891375,BART,NA
BART_004,43200.13978082192,1411.9457142857143,11.484195694716243,11.49783953033268,310.03792563600786,11.491017612524463,0.006821917808218783,757.136156555773,526.4,mixedForest,44.041571,-71.28692,distributed,0.91635,BART,NA
OSBS_025,43200.080794520545,1492.8571428571427,11.833091976516634,43.43945596868885,340.6871819960861,27.63627397260274,15.803181996086106,1908.2391467710372,45,evergreenForest,29.691867,-81.996384,tower,0.5461,OSBS,NA
GUAN_004,43200.04561643836,931.5242857142856,10.505135029354207,50.9771976516634,396.59527592954987,30.741166340508805,20.236031311154598,2076.000399217221,131.1,evergreenForest,17.969254,-66.85267,distributed,0.6067500000000001,GUAN,NA
DEJU_009,43200.34580821918,453.3742857142857,11.23359686888454,-3.2445949119373774,169.02006653620353,3.994500978473581,-7.23909589041096,424.8019960861057,567.4,evergreenForest,63.853315,-145.760668,distributed,0.7128000000000001,DEJU,NA
DSNY_010,43200.075698630135,1544.0285714285712,11.38681409001957,47.549091976516635,342.8059452054794,29.467953033268103,18.081138943248533,2115.3975459882586,20,woodyWetlands,28.11859,-81.435161,distributed,0.654475,DSNY,NA
TEAK_003,43200.10767123287,987.5585714285712,13.26016046966732,18.109154598825832,423.0015968688846,15.684657534246574,2.4244970645792554,543.2153268101762,2201.1,evergreenForest,37.012962,-119.010619,distributed,0.5714,TEAK,NA
SCBI_008,43200.115561643834,1399.1228571428571,11.694062622309197,25.085295499021527,313.424771037182,18.38967906066536,6.695616438356164,1150.3025244618395,336.7,deciduousForest,38.887763,-78.147164,distributed,0.91,SCBI,NA
STEI_017,43200.149369863015,999.3657142857143,11.206555772994129,9.301256360078279,293.84852837573385,10.253906066536203,-0.9526497064579258,751.0112759295499,512.1,deciduousForest,45.82223,-90.073206,distributed,0.933875,STEI,NA
CLBJ_033,43200.09367123288,1003.1685714285713,12.980864970645793,36.00014481409002,343.4882230919765,24.490504892367905,11.509639921722114,1534.2528101761252,308.6,deciduousForest,33.380971,-97.620209,distributed,0.6356,CLBJ,NA
